REF_DATE,GEO,DGUID,Airlines,Services,Operational statistics,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2012-02,Canada,2016A000011124,Air Canada,Total services,Goods tonne-kilometres,Number,223,thousands,3,v54055426,1.1.1.6,126028,,,,0
2012-02,Canada,2016A000011124,Air Canada,Total services,Hours flown,Number,223,thousands,3,v54055427,1.1.1.7,67,,,,0
2012-02,Canada,2016A000011124,Air Canada,Total services,Turbo fuel consumed,Litres,203,thousands,3,v54055428,1.1.1.8,276684,,,,0
2012-02,Canada,2016A000011124,Air Canada,Total scheduled services,Passengers,Number,223,thousands,3,v54055429,1.1.2.1,1880,,,,0
2012-02,Canada,2016A000011124,Air Canada,Total scheduled services,Passenger-kilometres,Number,223,thousands,3,v54055430,1.1.2.2,5853020,,,,0
2012-02,Canada,2016A000011124,Air Canada,Total scheduled services,Available seat-kilometres,Number,223,thousands,3,v54055431,1.1.2.3,7541489,,,,0
2012-02,Canada,2016A000011124,Air Canada,Total scheduled services,Load factors-scheduled services,Percent,239,units ,0,v54055432,1.1.2.4,77.6,,,,1
2012-02,Canada,2016A000011124,Air Canada,Total scheduled services,Goods carried,Kilograms,192,thousands,3,v54055433,1.1.2.5,20182,,,,0
2012-02,Canada,2016A000011124,Air Canada,Total scheduled services,Goods tonne-kilometres,Number,223,thousands,3,v54055434,1.1.2.6,126028,,,,0
2012-02,Canada,2016A000011124,Air Canada,Domestic scheduled services,Available seat-kilometres,Number,223,thousands,3,v54055435,1.1.3.3,1770346,,,,0
2012-02,Canada,2016A000011124,Air Canada,International scheduled services,Available seat-kilometres,Number,223,thousands,3,v54055436,1.1.4.3,5771143,,,,0
2012-02,Canada,2016A000011124,Air Canada,Total charter services,Passengers,Number,223,thousands,3,v54055437,1.1.5.1,9,,,,0
2012-02,Canada,2016A000011124,Air Canada,Total charter services,Passenger-kilometres,Number,223,thousands,3,v54055438,1.1.5.2,20172,,,,0
2012-02,Canada,2016A000011124,Air Canada,Total charter services,Available seat-kilometres,Number,223,thousands,3,v54055439,1.1.5.3,23514,,,,0
2012-02,Canada,2016A000011124,Air Canada,Total charter services,Goods carried,Kilograms,192,thousands,3,v54055440,1.1.5.5,0,,,,0
2012-02,Canada,2016A000011124,Air Canada,Total charter services,Goods tonne-kilometres,Number,223,thousands,3,v54055441,1.1.5.6,0,,,,0
2012-02,Canada,2016A000011124,WestJet,Total services,Passengers,Number,223,thousands,3,v54055442,1.2.1.1,1350,,,,0
2012-02,Canada,2016A000011124,WestJet,Total services,Passenger-kilometres,Number,223,thousands,3,v54055443,1.2.1.2,2411710,,,,0
2012-02,Canada,2016A000011124,WestJet,Total services,Available seat-kilometres,Number,223,thousands,3,v54055444,1.2.1.3,2914855,,,,0
2012-02,Canada,2016A000011124,WestJet,Total services,Goods carried,Kilograms,192,thousands,3,v54055445,1.2.1.5,311,,,,0
2012-02,Canada,2016A000011124,WestJet,Total services,Goods tonne-kilometres,Number,223,thousands,3,v54055446,1.2.1.6,762,,,,0
2012-02,Canada,2016A000011124,WestJet,Total services,Hours flown,Number,223,thousands,3,v54055447,1.2.1.7,33,,,,0
2012-02,Canada,2016A000011124,WestJet,Total services,Turbo fuel consumed,Litres,203,thousands,3,v54055448,1.2.1.8,87946,,,,0
2012-02,Canada,2016A000011124,WestJet,Total scheduled services,Passengers,Number,223,thousands,3,v54055449,1.2.2.1,1349,,,,0
2012-02,Canada,2016A000011124,WestJet,Total scheduled services,Passenger-kilometres,Number,223,thousands,3,v54055450,1.2.2.2,2410456,,,,0
2012-02,Canada,2016A000011124,WestJet,Total scheduled services,Available seat-kilometres,Number,223,thousands,3,v54055451,1.2.2.3,2913600,,,,0
2012-02,Canada,2016A000011124,WestJet,Total scheduled services,Load factors-scheduled services,Percent,239,units ,0,v54055452,1.2.2.4,82.7,,,,1
2012-02,Canada,2016A000011124,WestJet,Total scheduled services,Goods carried,Kilograms,192,thousands,3,v54055453,1.2.2.5,311,,,,0
2012-02,Canada,2016A000011124,WestJet,Total scheduled services,Goods tonne-kilometres,Number,223,thousands,3,v54055454,1.2.2.6,762,,,,0
2012-02,Canada,2016A000011124,WestJet,Domestic scheduled services,Available seat-kilometres,Number,223,thousands,3,v54055455,1.2.3.3,1307759,,,,0
2012-02,Canada,2016A000011124,WestJet,International scheduled services,Available seat-kilometres,Number,223,thousands,3,v54055456,1.2.4.3,1605841,,,,0
2012-02,Canada,2016A000011124,WestJet,Total charter services,Passengers,Number,223,thousands,3,v54055457,1.2.5.1,1,,,,0
2012-02,Canada,2016A000011124,WestJet,Total charter services,Passenger-kilometres,Number,223,thousands,3,v54055458,1.2.5.2,1255,,,,0
2012-02,Canada,2016A000011124,WestJet,Total charter services,Available seat-kilometres,Number,223,thousands,3,v54055459,1.2.5.3,1255,,,,0
2012-02,Canada,2016A000011124,WestJet,Total charter services,Goods carried,Kilograms,192,thousands,3,v54055460,1.2.5.5,0,,,,0
2012-02,Canada,2016A000011124,WestJet,Total charter services,Goods tonne-kilometres,Number,223,thousands,3,v54055461,1.2.5.6,0,,,,0
2012-03,Canada,2016A000011124,Air Canada,Total services,Passengers,Number,223,thousands,3,v54055422,1.1.1.1,2116,,,,0
2012-03,Canada,2016A000011124,Air Canada,Total services,Passenger-kilometres,Number,223,thousands,3,v54055423,1.1.1.2,6871535,,,,0
2012-03,Canada,2016A000011124,Air Canada,Total services,Available seat-kilometres,Number,223,thousands,3,v54055424,1.1.1.3,8313971,,,,0
2012-03,Canada,2016A000011124,Air Canada,Total services,Goods carried,Kilograms,192,thousands,3,v54055425,1.1.1.5,24118,,,,0
2012-03,Canada,2016A000011124,Air Canada,Total services,Goods tonne-kilometres,Number,223,thousands,3,v54055426,1.1.1.6,152813,,,,0
2012-03,Canada,2016A000011124,Air Canada,Total services,Hours flown,Number,223,thousands,3,v54055427,1.1.1.7,72,,,,0
2012-03,Canada,2016A000011124,Air Canada,Total services,Turbo fuel consumed,Litres,203,thousands,3,v54055428,1.1.1.8,298884,,,,0
2012-03,Canada,2016A000011124,Air Canada,Total scheduled services,Passengers,Number,223,thousands,3,v54055429,1.1.2.1,2106,,,,0
2012-03,Canada,2016A000011124,Air Canada,Total scheduled services,Passenger-kilometres,Number,223,thousands,3,v54055430,1.1.2.2,6851452,,,,0
2012-03,Canada,2016A000011124,Air Canada,Total scheduled services,Available seat-kilometres,Number,223,thousands,3,v54055431,1.1.2.3,8289158,,,,0
2012-03,Canada,2016A000011124,Air Canada,Total scheduled services,Load factors-scheduled services,Percent,239,units ,0,v54055432,1.1.2.4,82.7,,,,1
2012-03,Canada,2016A000011124,Air Canada,Total scheduled services,Goods carried,Kilograms,192,thousands,3,v54055433,1.1.2.5,24118,,,,0
2012-03,Canada,2016A000011124,Air Canada,Total scheduled services,Goods tonne-kilometres,Number,223,thousands,3,v54055434,1.1.2.6,152813,,,,0
2012-03,Canada,2016A000011124,Air Canada,Domestic scheduled services,Available seat-kilometres,Number,223,thousands,3,v54055435,1.1.3.3,1868876,,,,0
2012-03,Canada,2016A000011124,Air Canada,International scheduled services,Available seat-kilometres,Number,223,thousands,3,v54055436,1.1.4.3,6420282,,,,0
2012-03,Canada,2016A000011124,Air Canada,Total charter services,Passengers,Number,223,thousands,3,v54055437,1.1.5.1,10,,,,0
2012-03,Canada,2016A000011124,Air Canada,Total charter services,Passenger-kilometres,Number,223,thousands,3,v54055438,1.1.5.2,20083,,,,0
2012-03,Canada,2016A000011124,Air Canada,Total charter services,Available seat-kilometres,Number,223,thousands,3,v54055439,1.1.5.3,24813,,,,0
2012-03,Canada,2016A000011124,Air Canada,Total charter services,Goods carried,Kilograms,192,thousands,3,v54055440,1.1.5.5,0,,,,0
2012-03,Canada,2016A000011124,Air Canada,Total charter services,Goods tonne-kilometres,Number,223,thousands,3,v54055441,1.1.5.6,0,,,,0
2012-03,Canada,2016A000011124,WestJet,Total services,Passengers,Number,223,thousands,3,v54055442,1.2.1.1,1511,,,,0
2012-03,Canada,2016A000011124,WestJet,Total services,Passenger-kilometres,Number,223,thousands,3,v54055443,1.2.1.2,2720744,,,,0
2012-03,Canada,2016A000011124,WestJet,Total services,Available seat-kilometres,Number,223,thousands,3,v54055444,1.2.1.3,3154725,,,,0
2012-03,Canada,2016A000011124,WestJet,Total services,Goods carried,Kilograms,192,thousands,3,v54055445,1.2.1.5,354,,,,0
2012-03,Canada,2016A000011124,WestJet,Total services,Goods tonne-kilometres,Number,223,thousands,3,v54055446,1.2.1.6,857,,,,0
2012-03,Canada,2016A000011124,WestJet,Total services,Hours flown,Number,223,thousands,3,v54055447,1.2.1.7,35,,,,0
2012-03,Canada,2016A000011124,WestJet,Total services,Turbo fuel consumed,Litres,203,thousands,3,v54055448,1.2.1.8,94894,,,,0
2012-03,Canada,2016A000011124,WestJet,Total scheduled services,Passengers,Number,223,thousands,3,v54055449,1.2.2.1,1511,,,,0
2012-03,Canada,2016A000011124,WestJet,Total scheduled services,Passenger-kilometres,Number,223,thousands,3,v54055450,1.2.2.2,2720744,,,,0
2012-03,Canada,2016A000011124,WestJet,Total scheduled services,Available seat-kilometres,Number,223,thousands,3,v54055451,1.2.2.3,3154725,,,,0
2012-03,Canada,2016A000011124,WestJet,Total scheduled services,Load factors-scheduled services,Percent,239,units ,0,v54055452,1.2.2.4,86.2,,,,1
2012-03,Canada,2016A000011124,WestJet,Total scheduled services,Goods carried,Kilograms,192,thousands,3,v54055453,1.2.2.5,354,,,,0
2012-03,Canada,2016A000011124,WestJet,Total scheduled services,Goods tonne-kilometres,Number,223,thousands,3,v54055454,1.2.2.6,857,,,,0
2012-03,Canada,2016A000011124,WestJet,Domestic scheduled services,Available seat-kilometres,Number,223,thousands,3,v54055455,1.2.3.3,1395878,,,,0
2012-03,Canada,2016A000011124,WestJet,International scheduled services,Available seat-kilometres,Number,223,thousands,3,v54055456,1.2.4.3,1758847,,,,0
2012-03,Canada,2016A000011124,WestJet,Total charter services,Passengers,Number,223,thousands,3,v54055457,1.2.5.1,0,,,,0
2012-03,Canada,2016A000011124,WestJet,Total charter services,Passenger-kilometres,Number,223,thousands,3,v54055458,1.2.5.2,0,,,,0
2012-03,Canada,2016A000011124,WestJet,Total charter services,Available seat-kilometres,Number,223,thousands,3,v54055459,1.2.5.3,0,,,,0
2012-03,Canada,2016A000011124,WestJet,Total charter services,Goods carried,Kilograms,192,thousands,3,v54055460,1.2.5.5,0,,,,0
2012-03,Canada,2016A000011124,WestJet,Total charter services,Goods tonne-kilometres,Number,223,thousands,3,v54055461,1.2.5.6,0,,,,0
2012-04,Canada,2016A000011124,Air Canada,Total services,Passengers,Number,223,thousands,3,v54055422,1.1.1.1,1989,,,,0
2012-04,Canada,2016A000011124,Air Canada,Total services,Passenger-kilometres,Number,223,thousands,3,v54055423,1.1.1.2,6470797,,,,0
2012-04,Canada,2016A000011124,Air Canada,Total services,Available seat-kilometres,Number,223,thousands,3,v54055424,1.1.1.3,7659042,,,,0
2012-04,Canada,2016A000011124,Air Canada,Total services,Goods carried,Kilograms,192,thousands,3,v54055425,1.1.1.5,19467,,,,0
2012-04,Canada,2016A000011124,Air Canada,Total services,Goods tonne-kilometres,Number,223,thousands,3,v54055426,1.1.1.6,124088,,,,0
2012-04,Canada,2016A000011124,Air Canada,Total services,Hours flown,Number,223,thousands,3,v54055427,1.1.1.7,65,,,,0
2012-04,Canada,2016A000011124,Air Canada,Total services,Turbo fuel consumed,Litres,203,thousands,3,v54055428,1.1.1.8,278307,,,,0
2012-04,Canada,2016A000011124,Air Canada,Total scheduled services,Passengers,Number,223,thousands,3,v54055429,1.1.2.1,1983,,,,0
2012-04,Canada,2016A000011124,Air Canada,Total scheduled services,Passenger-kilometres,Number,223,thousands,3,v54055430,1.1.2.2,6459577,,,,0
2012-04,Canada,2016A000011124,Air Canada,Total scheduled services,Available seat-kilometres,Number,223,thousands,3,v54055431,1.1.2.3,7644934,,,,0
2012-04,Canada,2016A000011124,Air Canada,Total scheduled services,Load factors-scheduled services,Percent,239,units ,0,v54055432,1.1.2.4,84.5,,,,1
2012-04,Canada,2016A000011124,Air Canada,Total scheduled services,Goods carried,Kilograms,192,thousands,3,v54055433,1.1.2.5,19467,,,,0
2012-04,Canada,2016A000011124,Air Canada,Total scheduled services,Goods tonne-kilometres,Number,223,thousands,3,v54055434,1.1.2.6,124088,,,,0
2012-04,Canada,2016A000011124,Air Canada,Domestic scheduled services,Available seat-kilometres,Number,223,thousands,3,v54055435,1.1.3.3,1813993,,,,0
2012-04,Canada,2016A000011124,Air Canada,International scheduled services,Available seat-kilometres,Number,223,thousands,3,v54055436,1.1.4.3,5830941,,,,0
2012-04,Canada,2016A000011124,Air Canada,Total charter services,Passengers,Number,223,thousands,3,v54055437,1.1.5.1,6,,,,0
2012-04,Canada,2016A000011124,Air Canada,Total charter services,Passenger-kilometres,Number,223,thousands,3,v54055438,1.1.5.2,11220,,,,0
2012-04,Canada,2016A000011124,Air Canada,Total charter services,Available seat-kilometres,Number,223,thousands,3,v54055439,1.1.5.3,14108,,,,0
2012-04,Canada,2016A000011124,Air Canada,Total charter services,Goods carried,Kilograms,192,thousands,3,v54055440,1.1.5.5,0,,,,0
2012-04,Canada,2016A000011124,Air Canada,Total charter services,Goods tonne-kilometres,Number,223,thousands,3,v54055441,1.1.5.6,0,,,,0
2012-04,Canada,2016A000011124,WestJet,Total services,Passengers,Number,223,thousands,3,v54055442,1.2.1.1,1479,,,,0
2012-04,Canada,2016A000011124,WestJet,Total services,Passenger-kilometres,Number,223,thousands,3,v54055443,1.2.1.2,2599112,,,,0
2012-04,Canada,2016A000011124,WestJet,Total services,Available seat-kilometres,Number,223,thousands,3,v54055444,1.2.1.3,3016348,,,,0
2012-04,Canada,2016A000011124,WestJet,Total services,Goods carried,Kilograms,192,thousands,3,v54055445,1.2.1.5,345,,,,0
2012-04,Canada,2016A000011124,WestJet,Total services,Goods tonne-kilometres,Number,223,thousands,3,v54055446,1.2.1.6,848,,,,0
2012-04,Canada,2016A000011124,WestJet,Total services,Hours flown,Number,223,thousands,3,v54055447,1.2.1.7,34,,,,0
2012-04,Canada,2016A000011124,WestJet,Total services,Turbo fuel consumed,Litres,203,thousands,3,v54055448,1.2.1.8,90158,,,,0
2012-04,Canada,2016A000011124,WestJet,Total scheduled services,Passengers,Number,223,thousands,3,v54055449,1.2.2.1,1476,,,,0
2012-04,Canada,2016A000011124,WestJet,Total scheduled services,Passenger-kilometres,Number,223,thousands,3,v54055450,1.2.2.2,2595920,,,,0
2012-04,Canada,2016A000011124,WestJet,Total scheduled services,Available seat-kilometres,Number,223,thousands,3,v54055451,1.2.2.3,3013156,,,,0
2012-04,Canada,2016A000011124,WestJet,Total scheduled services,Load factors-scheduled services,Percent,239,units ,0,v54055452,1.2.2.4,86.2,,,,1
2012-04,Canada,2016A000011124,WestJet,Total scheduled services,Goods carried,Kilograms,192,thousands,3,v54055453,1.2.2.5,345,,,,0
2012-04,Canada,2016A000011124,WestJet,Total scheduled services,Goods tonne-kilometres,Number,223,thousands,3,v54055454,1.2.2.6,848,,,,0
2012-04,Canada,2016A000011124,WestJet,Domestic scheduled services,Available seat-kilometres,Number,223,thousands,3,v54055455,1.2.3.3,1383655,,,,0
2012-04,Canada,2016A000011124,WestJet,International scheduled services,Available seat-kilometres,Number,223,thousands,3,v54055456,1.2.4.3,1629501,,,,0
2012-04,Canada,2016A000011124,WestJet,Total charter services,Passengers,Number,223,thousands,3,v54055457,1.2.5.1,2,,,,0
2012-04,Canada,2016A000011124,WestJet,Total charter services,Passenger-kilometres,Number,223,thousands,3,v54055458,1.2.5.2,3192,,,,0
2012-04,Canada,2016A000011124,WestJet,Total charter services,Available seat-kilometres,Number,223,thousands,3,v54055459,1.2.5.3,3192,,,,0
2012-04,Canada,2016A000011124,WestJet,Total charter services,Goods carried,Kilograms,192,thousands,3,v54055460,1.2.5.5,0,,,,0
2012-04,Canada,2016A000011124,WestJet,Total charter services,Goods tonne-kilometres,Number,223,thousands,3,v54055461,1.2.5.6,0,,,,0
2012-05,Canada,2016A000011124,Air Canada,Total services,Passengers,Number,223,thousands,3,v54055422,1.1.1.1,1971,,,,0
2012-05,Canada,2016A000011124,Air Canada,Total services,Passenger-kilometres,Number,223,thousands,3,v54055423,1.1.1.2,6716863,,,,0
2012-05,Canada,2016A000011124,Air Canada,Total services,Available seat-kilometres,Number,223,thousands,3,v54055424,1.1.1.3,8043971,,,,0
2012-05,Canada,2016A000011124,Air Canada,Total services,Goods carried,Kilograms,192,thousands,3,v54055425,1.1.1.5,19720,,,,0
2012-05,Canada,2016A000011124,Air Canada,Total services,Goods tonne-kilometres,Number,223,thousands,3,v54055426,1.1.1.6,125075,,,,0
2012-05,Canada,2016A000011124,Air Canada,Total services,Hours flown,Number,223,thousands,3,v54055427,1.1.1.7,68,,,,0
2012-05,Canada,2016A000011124,Air Canada,Total services,Turbo fuel consumed,Litres,203,thousands,3,v54055428,1.1.1.8,291812,,,,0
2012-05,Canada,2016A000011124,Air Canada,Total scheduled services,Passengers,Number,223,thousands,3,v54055429,1.1.2.1,1969,,,,0
2012-05,Canada,2016A000011124,Air Canada,Total scheduled services,Passenger-kilometres,Number,223,thousands,3,v54055430,1.1.2.2,6711745,,,,0
2012-05,Canada,2016A000011124,Air Canada,Total scheduled services,Available seat-kilometres,Number,223,thousands,3,v54055431,1.1.2.3,8038442,,,,0
2012-05,Canada,2016A000011124,Air Canada,Total scheduled services,Load factors-scheduled services,Percent,239,units ,0,v54055432,1.1.2.4,83.5,,,,1
2012-05,Canada,2016A000011124,Air Canada,Total scheduled services,Goods carried,Kilograms,192,thousands,3,v54055433,1.1.2.5,19720,,,,0
2012-05,Canada,2016A000011124,Air Canada,Total scheduled services,Goods tonne-kilometres,Number,223,thousands,3,v54055434,1.1.2.6,125075,,,,0
2012-05,Canada,2016A000011124,Air Canada,Domestic scheduled services,Available seat-kilometres,Number,223,thousands,3,v54055435,1.1.3.3,2214729,,,,0
2012-05,Canada,2016A000011124,Air Canada,International scheduled services,Available seat-kilometres,Number,223,thousands,3,v54055436,1.1.4.3,5823712,,,,0
2012-05,Canada,2016A000011124,Air Canada,Total charter services,Passengers,Number,223,thousands,3,v54055437,1.1.5.1,2,,,,0
2012-05,Canada,2016A000011124,Air Canada,Total charter services,Passenger-kilometres,Number,223,thousands,3,v54055438,1.1.5.2,5118,,,,0
2012-05,Canada,2016A000011124,Air Canada,Total charter services,Available seat-kilometres,Number,223,thousands,3,v54055439,1.1.5.3,5530,,,,0
2012-05,Canada,2016A000011124,Air Canada,Total charter services,Goods carried,Kilograms,192,thousands,3,v54055440,1.1.5.5,0,,,,0
2012-05,Canada,2016A000011124,Air Canada,Total charter services,Goods tonne-kilometres,Number,223,thousands,3,v54055441,1.1.5.6,0,,,,0
2012-05,Canada,2016A000011124,WestJet,Total services,Passengers,Number,223,thousands,3,v54055442,1.2.1.1,1398,,,,0
2012-05,Canada,2016A000011124,WestJet,Total services,Passenger-kilometres,Number,223,thousands,3,v54055443,1.2.1.2,2250081,,,,0
